id_a,id_b,name_a,name_b
26799,45847,PIK3C3,MSI2
34023,35355,KRAS,ZNF76
11101,33430,GTF2E1,MED28
52881,28102,CLPX,CYP2D6
4941,29623,CPE,IGF2BP3
28478,37246,NRAS,SCAMP3
3448,16844,FAF1,NAE1
2794,31956,ARMC1,MAPRE1
45812,34216,AKT3,LRP12
34023,15253,KRAS,NUAK2
24022,23301,KIF18A,ZWILCH
29949,13456,CDH1,JAK2
51345,21025,CDA,STYXL1
19034,19377,MUS81,COPS5
17873,47145,ARPC5,TOR1AIP1
49830,22097,ABL1,INTS6L
50823,37002,BCKDK,MAPT
49200,44783,ATP5PB,HOXC5
49830,13813,ABL1,ACSL1
38141,17306,CCT2,NFIB
38423,16903,IGFBP3,RRM1
26198,40401,CYP2C19,RAP1A
33430,3005,MED28,PWP1
551,38919,LRRC37A3,SLC22A1
9848,6383,DDR1,PLEKHM1
24279,8705,HCRTR1,PRSS8
4113,23321,BLM,IFT74
24635,45958,CST4,CYP3A7
34023,49938,KRAS,BTK
9755,47943,GGCX,TSC1
23035,16091,FOXA1,HOXA1
8535,16844,GNG3,NAE1
41109,34023,ZNF512,KRAS
34023,35640,KRAS,RPL32
32473,14495,MMACHC,SSH3
37779,4838,HOXC6,HOXC8
16654,18364,PTTG1,SORL1
19034,51047,MUS81,MARK1
4113,18261,BLM,PDE4A
17963,28478,ACTR10,NRAS
1844,5689,BPTF,DDX42
43190,48816,PTPRK,TPBG
9698,33477,EGF,LCK
52004,28478,GOT2,NRAS
1444,13218,BCR,PDE6C
20377,16844,BIK,NAE1
10758,31356,ELP4,POLR2K
39043,43283,CSK,CRYGS
33595,45321,TTC4,ZWINT
9848,43577,DDR1,SV2B
27685,25138,MYO1C,TEAD3
28478,46424,NRAS,RPL35
12242,4736,CSF1R,SLC50A1
52377,16041,FBXO31,ZNF574
8164,34023,E2F1,KRAS
30825,32973,PTEN,GPX4
39043,49853,CSK,IL21
26743,35470,AURKA,CKAP5
1040,33595,EFR3A,TTC4
49294,10723,IL10RB,MYC
37868,53120,IKBKE,TNF
44578,7599,ABHD17B,HACD3
53953,13385,TP53,PTTG1IP
44930,5818,ABCG2,CTDSPL
52477,53309,ABCB1,STAT4
4761,4095,ADA2,NR1I2
27304,39562,CDK12,CDKN1A
50218,18835,KIAA0355,BRCA1
53953,51979,TP53,PPP1R13B
39043,51290,CSK,UTS2
29806,44451,ATP1A1,TRPM7
10723,20299,MYC,NTRK2
18551,44256,BACE2,GHSR
13862,52511,POP7,SSBP1
39043,37974,CSK,ELAVL4
31862,28478,ARPC3,NRAS
38126,34269,HRAS,ZNRF2
16903,29610,RRM1,SESN2
41720,44235,NOS2,NT5M
27804,34023,CCDC171,KRAS
51201,13413,F2RL1,LAMB3
34023,52169,KRAS,CBFA2T2
34023,30706,KRAS,GNG12
47527,32078,BCL10,FHIT
3355,7683,FH,PNN
28102,34227,CYP2D6,MGAT2
53476,27608,LAMB1,MRPL38
4316,26198,ANK3,CYP2C19
7245,6914,BOD1L1,MED23
47158,34780,NDEL1,PTCD1
32661,53953,KIFC2,TP53
11052,28478,ARMCX4,NRAS
36443,35489,RPL13,TIPIN
19031,16844,KAT8,NAE1
4961,9911,KCTD10,PDRG1
39043,12930,CSK,HSF2
1056,7402,PATZ1,SREBF2
39043,20216,CSK,EPB41L4A
2697,44908,C11orf58,MSH6
4113,46297,BLM,NPTN
17468,28476,PGM1,UCKL1
39411,18299,RHOD,ST14
34440,28478,COL11A1,NRAS
16844,31442,NAE1,NCLN
11405,53953,SLA,TP53
19152,38919,ATF5,SLC22A1
38126,14654,HRAS,NUMB
4038,16515,GAPVD1,PPP6C
18295,6363,CDK1,SNRPA1
38847,53953,SP1,TP53
36480,40089,CTSC,RAB38
12242,11540,CSF1R,RPL36A
4113,37396,BLM,FBH1
5509,15572,EGFR,XRCC2
46070,28725,CTNNBL1,OGFOD1
44481,43903,CLTA,PDGFRB
30825,10591,PTEN,RPP25
39149,6085,SYPL1,PTAR1
29132,2828,ALB,SP110
28876,49067,HSPA4,HSPA8
43598,43392,RBM17,RPS5
23129,43898,EZH2,ZNF708
36910,37002,LPAR1,MAPT
10723,48097,MYC,SSNA1
30686,28478,ARID5A,NRAS
50805,1547,EIF3D,TBCB
16901,14550,NDUFB1,STMN1
38126,10751,HRAS,POLE
52887,16844,NAALAD2,NAE1
44098,38610,NSMCE4A,SDHC
38126,27352,HRAS,PIWIL4
5046,50280,PRKAG3,TYMS
52924,31356,INTS12,POLR2K
10553,7884,MAP3K1,SUFU
10723,2849,MYC,TOMM70
38126,32525,HRAS,MYO1E
39043,42805,CSK,GABRA4
51425,4073,MRPS15,CAPRIN1
8984,16599,CDC25B,PARP8
50394,392,MED1,RPLP1
28662,26890,MED26,ZNF101
1666,53953,PCNA,TP53
33761,18835,TRIB1,BRCA1
4010,19793,DDX46,GNPAT
18361,53663,CAPZB,FBXO28
41624,27700,PLK4,MCM2
731,836,CLIP4,EFNA2
34351,2123,MAP2K4,PTCH1
27854,53953,SLC2A2,TP53
51488,20292,SPTLC1,IARS2
26324,38126,ATG5,HRAS
53069,15548,GATC,RFC5
38126,39373,HRAS,NECAP1
40108,21818,CDS1,PTK6
53870,716,TRRAP,TUBGCP3
28478,34692,NRAS,TDP1
10723,21611,MYC,RP2
30825,23916,PTEN,COL18A1
39043,17550,CSK,FBXO3
44783,34023,HOXC5,KRAS
4348,24012,ACBD6,MUL1
10876,3355,EMC1,FH
25699,53924,DUSP3,CTTN
38126,11657,HRAS,MSL2
48623,18299,TJP3,ST14
36486,13121,KMT2A,RAD54B
44759,34023,DHODH,KRAS
24480,42166,GFI1B,NDUFA8
38423,32739,IGFBP3,RAD23B
22722,51304,NOCT,GHRHR
30825,21378,PTEN,RASL10A
29132,10768,ALB,CNR1
41928,12290,FASTK,POR
39799,7131,MRPL33,PSMD12
34023,27277,KRAS,FNTB
18296,16908,NEUROG2,PPP1R3A
46185,9598,UBE2W,ZFAND1
18810,2497,CYP3A4,MAML1
3165,52087,ALDH2,XRCC3
34023,4155,KRAS,PEAK1
109,16459,FANCI,DTL
13954,50926,RNPEP,TMTC2
16844,32672,NAE1,RPS9
33941,53953,PTK2,TP53
33084,26093,MFAP1,ZNF830
31356,12973,POLR2K,SPDL1
19099,28478,BAIAP2L2,NRAS
41448,38582,LIG1,TXN
16844,52693,NAE1,TMC6
45525,12143,MEN1,CCND2
19034,45741,MUS81,CPPED1
50482,15061,ITGB7,MAP3K8
30825,5059,PTEN,ZNF317
19034,28516,MUS81,PRSS3
34792,51594,BSG,GRB2
43903,25662,PDGFRB,UTP14A
48810,36443,COX6C,RPL13
22860,53870,COG3,TRRAP
33430,28241,MED28,NOL9
36700,40429,C1orf116,EPN3
47574,16409,NHP2,USP1
35386,16844,MPG,NAE1
28725,38104,OGFOD1,PAFAH1B1
31869,13456,GATA3,JAK2
38141,22317,CCT2,PPARA
51488,41659,SPTLC1,MPZL1
27403,17401,CROCC,UBR4
1424,34023,NF2,KRAS
34023,22490,KRAS,SH2D3A
34023,30458,KRAS,RPP38
7945,10942,HIP1,WNT10B
5608,19325,PTPN14,SLC15A3
19494,15455,BAK1,ITGB1
28176,14957,FERMT1,KLF5
45822,4413,GATA6,WDR53
32400,9681,ABCC10,RBM12
50820,36443,POLD1,RPL13
49128,31356,BNIP1,POLR2K
34023,31356,KRAS,POLR2K
50561,18835,RMDN1,BRCA1
23192,21641,IL12A,PIK3CG
5509,5523,EGFR,KIAA1522
49114,18835,PGPEP1,BRCA1
49830,46437,ABL1,CEACAM1
41858,1885,B4GAT1,ATM
28478,9473,NRAS,SLC7A3
24635,19786,CST4,RET
10662,6938,COPE,NCBP1
40340,31356,METAP2,POLR2K
49242,20693,ITCH,PTGS1
39562,46379,CDKN1A,HMGCR
2282,8744,EZH1,SYNRG
12662,37002,KIF5A,MAPT
11361,12242,CAMK2B,CSF1R
40242,22989,TNIP1,PSMB8
3892,45988,GNA12,HNRNPA1
3759,34848,TMBIM4,IGSF11
18361,35985,CAPZB,EXOSC9
41434,5832,FLT1,SLC29A1
27019,3796,ATP13A1,DCAF15
19152,8243,ATF5,ORM1
19034,12502,MUS81,UIMC1
16844,15234,NAE1,PRR19
38461,45995,CEP152,SRSF7
11964,13357,ZNF273,E2F2
7733,14317,MRPL42,RPL5
27742,34023,HIBCH,KRAS
49201,12238,CENPM,SKA3
21519,20001,ZNF470,ZNF829
38126,5315,HRAS,PHTF1
33707,24776,EXOSC2,CPSF6
10591,47645,RPP25,THBS3
35985,32281,EXOSC9,PAXBP1
10662,8248,COPE,SCYL1
27304,44235,CDK12,NT5M
30825,31285,PTEN,PIGN
47415,34023,SNTB2,KRAS
4807,42834,LCORL,LSM8
23742,30928,NACA,RBFA
18966,8243,PGAP2,ORM1
47129,43903,NFATC2IP,PDGFRB
49340,49769,NUMBL,ZKSCAN1
33653,39771,MRM2,ZFP36L1
11825,20831,PPP2R2A,RPS18
46437,20693,CEACAM1,PTGS1
52516,52387,GINS4,MRPL36
45958,13600,CYP3A7,IL4
48094,42957,TLK2,ATR
36916,48935,PDGFRA,S1PR2
11003,9497,CYP1A2,ERMP1
28478,40860,NRAS,UHRF2
30776,25228,UPP1,ZNF573
19152,53017,ATF5,SLC22A2
11251,33595,MRPS27,TTC4
35580,49801,BCAT2,SRC
49830,13705,ABL1,GAPDH
21307,35462,CENPE,RAD51AP1
11003,22268,CYP1A2,NFATC1
34987,44763,ECT2,TPX2
52477,47686,ABCB1,IL27RA
28478,3005,NRAS,PWP1
3722,52982,FLI1,WRN
28478,9414,NRAS,UBE2M
34023,10413,KRAS,RPL18
16248,16844,CLCN7,NAE1
36443,12238,RPL13,SKA3
42161,50019,TRIP6,RRAS
34101,25037,PI4K2A,SLC29A2
33952,30764,RAI14,RBM19
14052,28478,DNASE1L1,NRAS
49469,716,NOL10,TUBGCP3
34023,27908,KRAS,FKBPL
33144,34023,CBL,KRAS
4073,15740,CAPRIN1,PPP1R2
32317,4551,KMT2E,EXT1
49830,20510,ABL1,EPHA2
23129,42942,EZH2,FSTL1
1444,50366,BCR,TRIM24
32281,44451,PAXBP1,TRPM7
15084,14026,HYPK,RBBP8
16844,40516,NAE1,TP53RK
48257,16844,ARHGEF35,NAE1
39241,44847,CMAS,SLC39A9
12242,12190,CSF1R,MBD4
27413,6356,LAMP1,RTEL1
22479,18835,RFC4,BRCA1
17523,14856,PARP1,ABAT
51089,49892,PAPOLG,MATR3
8119,2084,SDF4,P4HB
25256,18835,COL20A1,BRCA1
53066,23690,CDC40,MTBP
5672,48348,FOS,SET
26411,7733,MAPKAP1,MRPL42
23742,46424,NACA,RPL35
6458,53017,CTSB,SLC22A2
34399,6085,JTB,PTAR1
18835,20797,BRCA1,TP53BP1
27749,16660,HOXA9,SCAMP4
34023,12604,KRAS,TTC3
17963,5719,ACTR10,PPP2R1A
37168,17761,CENPU,CDC7
9848,1153,DDR1,GLIPR1
22410,33430,EXOSC4,MED28
40006,27119,CDK2,ERBB4
3174,10218,CDK17,SCYL2
45958,13688,CYP3A7,SOD2
19793,38823,GNPAT,TRMT5
27381,10723,DHX58,MYC
39043,13392,CSK,BAG5
33681,29748,ABCB11,HM13
34023,7056,KRAS,TMEM126A
38317,29555,GRM2,MAP3K10
38126,7201,HRAS,ICMT
29737,22353,WWTR1,PEA15
6562,11714,PLCG2,FYN
41262,31869,DDX10,GATA3
48540,23742,EIF4A1,NACA
48303,31166,MTOR,RBX1
1547,29485,TBCB,VPS72
40045,43676,AURKAIP1,PARK7
34023,14654,KRAS,NUMB
49535,47749,HIKESHI,PIK3CA
42862,23301,COBL,ZWILCH
34068,34023,RPS21,KRAS
18153,30825,ISM2,PTEN
44215,3368,COX5A,NFE2L1
38354,38126,DRAM1,HRAS
27601,28478,MTA2,NRAS
25003,11917,SART3,SENP1
28478,47415,NRAS,SNTB2
14489,38126,DAG1,HRAS
16541,40042,RSU1,VIM
7862,45386,WEE1,CDC73
30825,35834,PTEN,UBASH3B
46382,43903,LDLRAD4,PDGFRB
16844,27847,NAE1,TP73
51594,18337,GRB2,YES1
26692,47943,TOP1,TSC1
31035,41616,ATAD2,MCM4
42880,42552,MGAT4B,PRKAB2
16654,2123,PTTG1,PTCH1
34023,42610,KRAS,RPL31
5545,46813,GOLT1B,SPAG7
46337,19187,ZNF385D,SEMG2
27951,21370,CHRNA5,SMARCD3
16844,31637,NAE1,UBE3C
16502,31356,CENPP,POLR2K
37411,38126,DNM3,HRAS
29132,44481,ALB,CLTA
29352,34023,COPS4,KRAS
37894,16844,LHFPL5,NAE1
43094,34023,PCSK2,KRAS
28478,37084,NRAS,VHL
32257,28478,DVL3,NRAS
35985,42681,EXOSC9,RTF1
19034,46327,MUS81,EBP
51741,5832,PKMYT1,SLC29A1
22909,13062,CDC27,GTF2H4
20806,26434,PKP3,GJB3
16301,20693,CACNA2D2,PTGS1
24480,35489,GFI1B,TIPIN
16844,47578,NAE1,TTF1
29132,34227,ALB,MGAT2
41928,28980,FASTK,GNB2
4113,9023,BLM,SNW1
19034,52377,MUS81,FBXO31
32400,30564,ABCC10,ASPM
39043,52663,CSK,CLECL1
32317,10219,KMT2E,DDB2
16654,44648,PTTG1,CEBPE
13217,4472,NKAPD1,CUL5
18835,30462,BRCA1,PMS2
16502,47720,CENPP,EBNA1BP2
13061,17523,ERCC1,PARP1
16654,27521,PTTG1,ATP2B1
38126,1979,HRAS,ULBP2
35103,17473,LYN,RANBP10
39043,7313,CSK,ZNF229
6701,53076,POLR3K,HNRNPA2B1
11818,43400,BRAF,PLA2G1B
10800,27425,FOXM1,NFX1
19034,44578,MUS81,ABHD17B
12967,38126,CYP11B1,HRAS
38163,35335,FIZ1,TRIM28
39909,17365,EPB41L1,KIT
11786,15964,CYP3A5,HIF3A
20677,16844,FAN1,NAE1
1885,52511,ATM,SSBP1
19786,14317,RET,RPL5
22410,11328,EXOSC4,HUS1
43214,27627,DCT,MMP9
45526,52444,PTPN12,SYVN1
12758,18172,GNAT1,NRIP2
17523,4778,PARP1,RAD9A
53442,38582,HMGA1,TXN
19362,28814,ILF2,TAF1A
39043,5927,CSK,CD3D
36589,38126,FASTKD2,HRAS
15824,5719,LEO1,PPP2R1A
16844,1112,NAE1,OSGIN1
41521,23606,FBXW7,GMDS
25925,27691,GLMN,RPF1
47617,16774,EXOSC6,MASTL
5509,45942,EGFR,HDAC9
34953,30844,ABCC1,EEPD1
36808,16104,MST1R,PRKCA
29580,26928,XRCC4,XRCC6
257,38126,BMPR1A,HRAS
33228,17598,MAPK8,VAV1
11076,18835,GNAS,BRCA1
19034,33969,MUS81,TEX10
26198,13705,CYP2C19,GAPDH
16844,1179,NAE1,SERPINB8
28971,18978,FARSA,WDR61
40464,18381,MDM4,TOMM20
38126,18436,HRAS,PSMB4
32513,34023,KLRD1,KRAS
6914,9185,MED23,RNGTT
17523,47459,PARP1,SMC3
39043,8335,CSK,TRMT11
16654,42350,PTTG1,GLT8D2
48289,24192,CELF1,NRF1
11786,26282,CYP3A5,EDF1
47459,2418,SMC3,SRP9
45392,16602,RB1CC1,ELOC
34953,33401,ABCC1,AMPD2
548,34023,ZFP37,KRAS
24643,28478,NEU1,NRAS
32296,23742,HBS1L,NACA
39043,5832,CSK,SLC29A1
52469,10723,GNS,MYC
31873,716,GTPBP4,TUBGCP3
6898,34023,EAF1,KRAS
11786,4323,CYP3A5,PDE3A
23711,4113,RABGGTB,BLM
44764,53953,RITA1,TP53
51273,30825,IL13,PTEN
43722,38823,FDPS,TRMT5
7575,23885,TTK,NUDT1
12242,50559,CSF1R,IGF1R
23504,43144,KLF10,TMPRSS5
16903,41566,RRM1,PARP2
134,18651,CDK4,CDK9
51839,13088,CAMK2G,ERBB2
1019,18369,FERD3L,GSTP1
27304,27389,CDK12,CYP4F12
48607,38985,ADM,MMP28
34173,16844,FAM107B,NAE1
41262,32078,DDX10,FHIT
38645,10063,ELMO3,DSC3
702,13318,BARD1,SNRPA
14317,42681,RPL5,RTF1
16844,13615,NAE1,TERF2IP
8984,8304,CDC25B,DDR2
40006,18256,CDK2,MT1X
34823,45073,ATP8B2,SYT11
53302,1391,IGFBP6,SFPQ
29546,19485,IGF1,MDM2
41566,4778,PARP2,RAD9A
19034,44564,MUS81,EIF2AK3
18835,26692,BRCA1,TOP1
17598,9809,VAV1,ABL2
28177,36151,CRYBB1,SSTR4
28478,20068,NRAS,ZNF550
2411,28478,CXXC4,NRAS
29550,10551,SUPT5H,SNAPC4
51930,48336,CPB1,ZNF581
1026,16844,HDAC3,NAE1
46764,28478,KCTD12,NRAS
50805,7683,EIF3D,PNN
16654,36610,PTTG1,SRRT
19485,47574,MDM2,NHP2
2389,17834,E4F1,PKD1
38919,2837,SLC22A1,SRI
16654,28739,PTTG1,TRIP10
52173,6722,CNOT1,NUDC
3355,37427,FH,SKIV2L
9681,25037,RBM12,SLC29A2
37822,17233,CYP2J2,FKBP9
44481,45958,CLTA,CYP3A7
26093,45321,ZNF830,ZWINT
13456,4551,JAK2,EXT1
53507,47574,BID,NHP2
46070,1029,CTNNBL1,REXO2
50394,31356,MED1,POLR2K
13504,34023,MYLIP,KRAS
27304,19526,CDK12,NPR2
16654,2594,PTTG1,TMEM259
30847,17228,PDE12,QRICH1
17865,50637,PNKP,PTPN6
53066,34205,CDC40,MRPL11
25473,34023,UBAC2,KRAS
51839,28102,CAMK2G,CYP2D6
22828,33595,GTF3C3,TTC4
37100,34023,CSNK2A1,KRAS
52477,41434,ABCB1,FLT1
27558,16844,MSH3,NAE1
23730,28478,ABR,NRAS
24951,23424,ADA,FNTA
28852,716,PTCD3,TUBGCP3
34348,42915,LIPH,TACSTD2
47662,17019,TMEM230,UQCRC2
30825,42967,PTEN,CDK2AP2
1201,48123,TNK1,SERPINB5
36392,30825,RCAN3,PTEN
4992,50866,FAM3A,IKBKG
53066,4961,CDC40,KCTD10
47720,23742,EBNA1BP2,NACA
27968,9816,COPS8,DGUOK
7507,53953,DACH1,TP53
38141,23269,CCT2,RAD51C
3314,42541,SGF29,PRR14
44131,50280,HCK,TYMS
50866,153,IKBKG,UBL4A
28717,34780,EOGT,PTCD1
50394,23742,MED1,NACA
39043,39370,CSK,DPM2
50805,9349,EIF3D,MRPS18A
16301,27351,CACNA2D2,NTRK1
14888,50280,PANK2,TYMS
29447,26093,ARL2,ZNF830
52477,45501,ABCB1,HACE1
33631,31693,CABIN1,PPP1R10
32726,38126,CCT6A,HRAS
1870,33595,ATXN10,TTC4
16712,843,CAMK1D,PIK3CD
34023,40091,KRAS,PSMD11
35489,33595,TIPIN,TTC4
49110,6085,SLC35A2,PTAR1
48312,2149,DCK,SNRK
49830,47686,ABL1,IL27RA
34023,13650,KRAS,CDCA8
41329,24279,FGFR3,HCRTR1
27881,9791,SRRM1,CCNF
30706,27424,GNG12,LEPROT
36198,18835,SEMA5A,BRCA1
46958,13088,TALDO1,ERBB2
36707,43598,PELO,RBM17
4113,42582,BLM,WDR36
34023,50559,KRAS,IGF1R
29453,31504,ARHGAP17,SSB
2420,52619,MMP14,NPR1
29447,38461,ARL2,CEP152
28478,7201,NRAS,ICMT
40340,9814,METAP2,USE1
134,38423,CDK4,IGFBP3
26743,4077,AURKA,CYP1B1
22971,9738,MFSD2B,PRPH2
2904,28478,DHX38,NRAS
34023,43444,KRAS,RPL12
21979,18835,ADIPOQ,BRCA1
39043,1015,CSK,ANKHD1
11058,15272,CAP2,RUSC2
25867,5380,BRCA2,SEM1
27840,38126,ACSL4,HRAS
34023,33832,KRAS,ALDOA
41329,29473,FGFR3,ITGB3
4113,12813,BLM,ENOPH1
37850,40459,CCDC130,SMARCC2
51507,6530,SMAGP,VSIG10
29132,46,ALB,EPB42
46631,10723,GRK3,MYC
45986,30753,C7orf50,RAC1
21058,18835,ZNF625,BRCA1
30935,13127,NDUFB3,PHF20
8412,9435,PIGB,SNX1
44930,53028,ABCG2,PDLIM5
53442,7129,HMGA1,MC1R
25867,53953,BRCA2,TP53
28949,16844,BRWD1,NAE1
35314,29485,TAF1,VPS72
31810,15433,ENO2,PKM
16774,716,MASTL,TUBGCP3
40861,19196,PRPF38A,RBM14
13456,17306,JAK2,NFIB
4470,12023,BRIP1,TSPAN2
46538,46960,MCPH1,TRIP11
30825,14231,PTEN,POU3F3
31356,30021,POLR2K,SLC7A1
21775,12175,ABCA3,CYP2B6
1040,33931,EFR3A,NAA25
43751,1040,ARIH1,EFR3A
34855,34023,COL5A3,KRAS
24360,7288,RPS6KA2,TK1
3451,28478,KLF3,NRAS
53510,1391,SAFB,SFPQ
33430,9349,MED28,MRPS18A
33337,7123,PLA2G4C,SLC5A5
40585,28478,SPOUT1,NRAS
27351,46960,NTRK1,TRIP11
34023,36977,KRAS,STOML3
34928,11700,ZC3H7B,POLQ
34023,21640,KRAS,UBA6
29132,13416,ALB,TPM1
50573,15694,AFF1,FOXS1
34023,38228,KRAS,MAPK14
8160,41448,AKT2,LIG1
32513,28478,KLRD1,NRAS
28478,51693,NRAS,REG1A
30333,341,NUP85,WARS2
51685,8512,CEBPD,PIMREG
19832,34023,FBXW8,KRAS
23424,47943,FNTA,TSC1
48980,22232,AKT1,VAV3
39043,32058,CSK,STAM
36820,50768,HNRNPR,PPP1R8
33430,31990,MED28,PSMD1
46538,12143,MCPH1,CCND2
21775,45575,ABCA3,SESTD1
17217,27421,MAB21L1,TPM3
40108,5187,CDS1,FGFBP1
22079,34023,KLHL8,KRAS
52026,37268,MRPL37,PGK1
35598,16844,BROX,NAE1
18536,47943,CREBBP,TSC1
16903,27112,RRM1,WNK4
39043,8991,CSK,NOA1
51610,13088,BCL2L11,ERBB2
22980,28478,CACNB4,NRAS
29447,49667,ARL2,NAMPT
4113,49842,BLM,CDCA4
43118,34023,CD68,KRAS
6562,49830,PLCG2,ABL1
8090,13599,ROMO1,YTHDC1
15959,12709,CDC34,POLR2E
48980,46379,AKT1,HMGCR
31035,13250,ATAD2,CDC5L
47411,12656,CENPA,FEN1
16844,43407,NAE1,SELENOV
3005,36443,PWP1,RPL13
8164,31683,E2F1,DSCC1
45495,28069,PCBP1,TXLNA
25867,13456,BRCA2,JAK2
21561,18835,SLC39A4,BRCA1
18403,41269,RIOX2,NTRK3
37755,34023,ZC3H15,KRAS
1852,12996,CSPP1,RBM12B
13096,48646,MCM10,MCM3
37129,53120,HCCS,TNF
19034,21102,MUS81,PRKAR1A
4113,47862,BLM,PSMD6
50627,16844,CD40,NAE1
53017,50,SLC22A2,ZNF140
31531,28478,KDM2A,NRAS
41720,16104,NOS2,PRKCA
39193,22317,CANT1,PPARA
48312,44131,DCK,HCK
21102,24360,PRKAR1A,RPS6KA2
39155,50719,BRD2,TPSAB1
32400,23636,ABCC10,TNNI3K
39043,49257,CSK,ARHGDIA
41103,53953,CHEK1,TP53
30825,10672,PTEN,HSD11B1L
16654,10050,PTTG1,ZNF165
16844,7862,NAE1,WEE1
41103,41103,CHEK1,CHEK1
13062,1547,GTF2H4,TBCB
4113,46833,BLM,MCOLN1
46605,53953,CDKN2A,TP53
9681,31504,RBM12,SSB
38130,38126,CCNA2,HRAS
34953,15755,ABCC1,FANCF
53816,27128,CFH,PALB2
10662,22053,COPE,UBA2
44642,16844,IL1A,NAE1
17365,45698,KIT,PGLS
39043,9463,CSK,DAO
50847,33027,ITGA2,BCAR3
18361,5719,CAPZB,PPP2R1A
24504,19157,HNRNPC,YBX1
16301,26198,CACNA2D2,CYP2C19
42706,34023,CXCL8,KRAS
16844,19763,NAE1,REV1
26263,16844,ALKBH3,NAE1
11003,48442,CYP1A2,TLE1
47527,10408,BCL10,MAML2
40937,36351,HIGD1A,PPARD
50805,52003,EIF3D,PPCS
42957,50719,ATR,TPSAB1
34023,716,KRAS,TUBGCP3
53053,28478,COBLL1,NRAS
41521,19191,FBXW7,LRRTM1
1694,53953,EIF5A2,TP53
48540,6914,EIF4A1,MED23
10164,41430,ARGLU1,MRPL15
38141,6556,CCT2,RPL22
16844,53659,NAE1,UBE2F
46318,5178,CASP3,RB1
32980,17365,EPB41L2,KIT
13821,433,CPN2,TACR1
12109,51210,PRDX1,PRDX2
39043,48465,CSK,KCNT2
38126,14285,HRAS,MN1
23837,28478,EPHB1,NRAS
49554,14375,NDC80,CENPF
11415,28478,NOP56,NRAS
12662,51717,KIF5A,TUBB1
38126,1854,HRAS,PDSS2
25076,11128,ARHGAP29,F3
16654,9395,PTTG1,AP1G1
48878,17365,IRF7,KIT
34023,12083,KRAS,NAA10
30825,6814,PTEN,LRP10
31386,38126,KLHL36,HRAS
52064,41589,DCAF11,RBM23
34792,41707,BSG,FN1
46229,309,DHX37,IMMP2L
34601,34023,CD3EAP,KRAS
10723,41602,MYC,RAPGEF6
41374,48303,MAPK12,MTOR
38126,50913,HRAS,USP9X
30825,34799,PTEN,HAAO
38126,13855,HRAS,RPS19
48980,17598,AKT1,VAV1
50879,45321,COA3,ZWINT
49830,25258,ABL1,SCAF11
42019,16844,CBX4,NAE1
16206,49885,CLSPN,SMC2
38126,22053,HRAS,UBA2
17647,34023,SLC35G2,KRAS
14101,28478,UNC80,NRAS
38126,20762,HRAS,RMI2
26743,50181,AURKA,MED10
53953,11685,TP53,SBF2
36872,16844,CIDEA,NAE1
27649,35462,CHAF1A,RAD51AP1
28478,20385,NRAS,POU4F1
21307,13088,CENPE,ERBB2
30814,28478,CAMK2D,NRAS
16844,30454,NAE1,PSMA5
21613,18978,ASCC3,WDR61
8243,40081,ORM1,TAS2R14
6804,22317,ABCC4,PPARA
3459,11089,MRPL35,PMF1
4961,52387,KCTD10,MRPL36
30825,23885,PTEN,NUDT1
22163,40870,PTPRJ,RPS6KA4
50089,30611,SENP2,TOMM22
53442,33477,HMGA1,LCK
29949,40309,CDH1,PLXNB1
30920,30825,KRT84,PTEN
1782,8181,LPP,OSMR
9848,48935,DDR1,S1PR2
1877,1547,NSMCE1,TBCB
34023,10917,KRAS,CSNK1A1L
47574,19617,NHP2,RPL13A
52919,31356,NUP54,POLR2K
51435,16844,LTBR,NAE1
39523,34023,GOLGB1,KRAS
15130,26411,CARS2,MAPKAP1
36666,38126,C12orf56,HRAS
18999,5911,NFYA,SLC16A7
1195,16654,INTS3,PTTG1
38423,4778,IGFBP3,RAD9A
42474,46881,ASAP1,RIDA
23982,45919,MTUS2,ZFP2
42303,16844,ANXA7,NAE1
13813,38919,ACSL1,SLC22A1
34102,13456,NARS2,JAK2
10680,53442,BCL2L1,HMGA1
36489,41924,RFNG,ZNF768
44481,17365,CLTA,KIT
19494,25964,BAK1,EPS8
49845,16844,CDC42EP1,NAE1
10723,38081,MYC,VAMP5
33976,25205,GGH,INPP5A
39241,11328,CMAS,HUS1
51605,34023,PLAUR,KRAS
16844,35602,NAE1,KMT5A
52477,15623,ABCB1,NCOA3
14975,34023,ARPC5L,KRAS
52477,38627,ABCB1,NRG2
39043,25037,CSK,SLC29A2
11003,13600,CYP1A2,IL4
27210,35656,DNAJB6,MED17
1145,392,GNL3L,RPLP1
39043,38889,CSK,ODC1
31356,35314,POLR2K,TAF1
9848,12961,DDR1,LIPE
10723,44835,MYC,TAX1BP1
10723,50705,MYC,PRND
16654,25189,PTTG1,GRHPR
16844,41386,NAE1,RXYLT1
21659,34023,VPS33A,KRAS
42760,38126,FBXO9,HRAS
12242,35487,CSF1R,GBP4
45872,25964,CNPY3,EPS8
39043,10641,CSK,FLG
30825,28725,PTEN,OGFOD1
1444,7297,BCR,TMEFF1
15430,24198,TUBA1A,PHB2
29856,3368,MRPS28,NFE2L1
15903,38919,DBF4,SLC22A1
30825,4270,PTEN,SLC38A9
1084,28971,CCDC124,FARSA
33799,28478,LYST,NRAS
34023,44030,KRAS,CASC3
26743,3824,AURKA,EIF3H
8984,38159,CDC25B,CLCA4
