gene_a.name	gene_a.identifier	gene_b.name	gene_b.identifier	SL.cell_line	SL.pubmed_id	SL.source	SL.statistic_score
RRM2B	50484	TP53	7157	null	26427375	Computational Prediction	0.3
INS	3630	TP53	7157	null	23728082	Computational Prediction	0.3
AKT1	207	TP53	7157	null	23728082	Computational Prediction	0.3
FAM135B	51059	TP53	7157	null	26427375	Computational Prediction	0.3
YJU2	55702	TP53	7157	cancer_D009369	22952453	Text Mining	0.1775
KMT2D	8085	TP53	7157	null	27438146	Computational Prediction	0.3
CDC42BPA	8476	TP53	7157	null	27438146	Computational Prediction	0.3
EP300	2033	TP53	7157	null	23728082	Computational Prediction	0.3
MAGI1	9223	TP53	7157	null	23728082	Computational Prediction	0.3
ATP6V1C1	528	TP53	7157	null	26427375	Computational Prediction	0.3
ABCB1	5243	TP53	7157	null	27438146	Computational Prediction	0.3
HIF1A	3091	TP53	7157	null	23728082	Computational Prediction	0.3
MME	4311	TP53	7157	null	27438146	Computational Prediction	0.3
SERPINI1	5274	TP53	7157	null	26427375	Computational Prediction	0.3
CDKN2A	1029	TP53	7157	null	23728082	Computational Prediction	0.3
MAPK14	1432	TP53	7157	null	29203911	Text Mining	0.2
BTRC	8945	TP53	7157	null	23728082	Computational Prediction	0.3
CYP11B2	1585	TP53	7157	null	26427375	Computational Prediction	0.3
CDC25A	993	TP53	7157	cancer_D009369	17638870	Text Mining	0.1775
LRRC15	131578	TP53	7157	null	26427375	Computational Prediction	0.3
TG	7038	TP53	7157	null	26427375	Computational Prediction	0.3
EGR1	1958	TP53	7157	hepatocellular carcinoma_D006528	18202802	Text Mining	0.1775
ZNF696	79943	TP53	7157	null	26427375	Computational Prediction	0.3
PARP1	142	TP53	7157	null	23728082	Computational Prediction	0.3
RAD51	5888	TP53	7157	null	23728082	Computational Prediction	0.3
TSNARE1	203062	TP53	7157	null	26427375	Computational Prediction	0.3
SOCS1	8651	TP53	7157	null	23728082	Computational Prediction	0.3
ZNF517	340385	TP53	7157	null	26427375	Computational Prediction	0.3
FETUB	26998	TP53	7157	null	26427375	Computational Prediction	0.3
BAX	581	TP53	7157	colorectal cancer;small-cell lung cancer_D015179;D055752	16326109;23470565	Text Mining	0.1775
E2F3	1871	TP53	7157	cancer_D009369	20675184	Text Mining	0.1775
E2F1	1869	TP53	7157	cancer_D009369	20675184;17616632	Text Mining	0.56
AARD	441376	TP53	7157	null	26427375	Computational Prediction	0.3
ZNF623	9831	TP53	7157	null	26427375	Computational Prediction	0.3
MELTF	4241	TP53	7157	null	26427375	Computational Prediction	0.3
DAPK1	1612	TP53	7157	null	23728082	Computational Prediction	0.3
TMEM65	157378	TP53	7157	null	26427375	Computational Prediction	0.3
BCHE	590	TP53	7157	null	26427375	Computational Prediction	0.3
GSK3B	2932	TP53	7157	null	23728082	Computational Prediction	0.3
MAPK3	5595	TP53	7157	null	23728082	Computational Prediction	0.3
CCDC88A	55704	TP53	7157	null	27438146	Computational Prediction	0.3
LRATD2	157638	TP53	7157	null	26427375	Computational Prediction	0.3
P3H2	55214	TP53	7157	null	26427375	Computational Prediction	0.3
NFKB1	4790	TP53	7157	null	23728082	Computational Prediction	0.3
MED1	5469	TP53	7157	null	27758891	Text Mining	0.2
NSD1	64324	TP53	7157	null	27438146	Computational Prediction	0.3
FLNA	2316	TP53	7157	null	23728082	Computational Prediction	0.3
ZHX1	11244	TP53	7157	null	26427375	Computational Prediction	0.3
PRKAA1	5562	TP53	7157	Human colorectal cancer	17638885	Synlethality	0.9
RNF19A	25897	TP53	7157	null	26427375	Computational Prediction	0.3
TAF2	6873	TP53	7157	null	26427375	Computational Prediction	0.3
SMAD4	4089	TP53	7157	null	23728082	Computational Prediction	0.3
TMEM207	131920	TP53	7157	null	26427375	Computational Prediction	0.3
CDK2	1017	TP53	7157	null	27831832	Text Mining	0.2
MMP9	4318	TP53	7157	null	23728082	Computational Prediction	0.3
FOXH1	8928	TP53	7157	null	26427375	Computational Prediction	0.3
RAB8A	4218	TP53	7157	null	26427375	Computational Prediction	0.3
CYP11B1	1584	TP53	7157	null	26427375	Computational Prediction	0.3
CDK6	1021	TP53	7157	hepatocellular carcinoma_D006528	21499307	Text Mining	0.1775
FOXF1	2294	TP53	7157	ataxia telangiectasia;breast cancer;colorectal cancer_D001260;D001943;D015179	21964066	Text Mining	0.56
HIPK2	28996	TP53	7157	Li-Fraumeni Syndrome_D016864	18336191	Text Mining	0.1775
HAS2	3037	TP53	7157	null	26427375	Computational Prediction	0.3
MASP1	5648	TP53	7157	null	26427375	Computational Prediction	0.3
GSDMC	56169	TP53	7157	null	26427375	Computational Prediction	0.3
AGO2	27161	TP53	7157	null	26427375	Computational Prediction	0.3
HMGB1	3146	TP53	7157	null	23728082	Computational Prediction	0.3
FNDC3B	64778	TP53	7157	null	26427375	Computational Prediction	0.3
TIMM8A	1678	TP53	7157	small-cell lung cancer_D055752	23470565	Text Mining	0.56
EXT1	2131	TP53	7157	null	26427375	Computational Prediction	0.3
PTK2	5747	TP53	7157	null	27758891	Text Mining	0.2
MTBP	27085	TP53	7157	null	26427375	Computational Prediction	0.3
KAT2B	8850	TP53	7157	null	23728082	Computational Prediction	0.3
APP	351	TP53	7157	null	23728082	Computational Prediction	0.3
IGF2R	3482	TP53	7157	null	27438146	Computational Prediction	0.3
OPLAH	26873	TP53	7157	null	26427375	Computational Prediction	0.3
UTS2B	257313	TP53	7157	null	26427375	Computational Prediction	0.3
KIFC2	90990	TP53	7157	null	26427375	Computational Prediction	0.3
CD34	947	TP53	7157	small-cell lung cancer_D055752	23470565	Text Mining	0.1775
CDT1	81620	TP53	7157	acute myelogenous leukemia_D015470	23536721	Text Mining	0.1775
USP13	8975	TP53	7157	null	26427375	Computational Prediction	0.3
TTC14	151613	TP53	7157	null	26427375	Computational Prediction	0.3
LRRC31	79782	TP53	7157	null	26427375	Computational Prediction	0.3
CHRNA4	1137	TP53	7157	null	26427375	Computational Prediction	0.3
GP5	2814	TP53	7157	null	26427375	Computational Prediction	0.3
H2AX	3014	TP53	7157	breast cancer;lung adenocarcinoma;thymic lymphoma_D001943;C538231;D013953	16177181;21098704	Text Mining	0.273125
OXR1	55074	TP53	7157	null	26427375	Computational Prediction	0.3
NOTCH4	4855	TP53	7157	null	27438146	Computational Prediction	0.3
MYCN	4613	TP53	7157	Neuroblastomas_D009447	19525400	Text Mining	0.1775
FXR1	8087	TP53	7157	null	26427375	Computational Prediction	0.3
MCCC1	56922	TP53	7157	null	26427375	Computational Prediction	0.3
ST3GAL1	6482	TP53	7157	null	26427375	Computational Prediction	0.3
OC90	729330	TP53	7157	null	26427375	Computational Prediction	0.3
YWHAZ	7534	TP53	7157	null	27758891	Text Mining	0.2
EPPK1	83481	TP53	7157	null	26427375	Computational Prediction	0.3
FBXO32	114907	TP53	7157	null	26427375	Computational Prediction	0.3
RITA1	84934	TP53	7157	cancer_D009369	23864164	Text Mining	0.56
MAP4	4134	TP53	7157	"Human prostate cancer, human ovarian carcinoma"	10446979	Synlethality	0.9
PTEN	5728	TP53	7157	null	23728082	Computational Prediction	0.3
NAMPT	10135	TP53	7157	colorectal cancer_D015179	22190494	Text Mining	0.1775
MYC	4609	TP53	7157	null	26427375	Computational Prediction	0.3
SLA	6503	TP53	7157	null	26427375	Computational Prediction	0.3
ZFP41	286128	TP53	7157	null	26427375	Computational Prediction	0.3
RELA	5970	TP53	7157	null	23728082	Computational Prediction	0.3
DNAJB1	3337	TP53	7157	null	26427375	Computational Prediction	0.3
WASHC5	9897	TP53	7157	null	26427375	Computational Prediction	0.3
SLC7A14	57709	TP53	7157	null	26427375	Computational Prediction	0.3
TP63	8626	TP53	7157	null	26427375	Computational Prediction	0.3
RAD21	5885	TP53	7157	null	26427375	Computational Prediction	0.3
NCEH1	57552	TP53	7157	null	26427375	Computational Prediction	0.3
CASP3	836	TP53	7157	null	23728082	Computational Prediction	0.3
NAALADL2	254827	TP53	7157	null	26427375	Computational Prediction	0.3
AKAP8L	26993	TP53	7157	null	26427375	Computational Prediction	0.3
TLR2	7097	TP53	7157	null	23728082	Computational Prediction	0.3
LDHA	3939	TP53	7157	cancer_D009369	24819061	Text Mining	0.56
DICER1	23405	TP53	7157	retinoblastoma_D012175	22864477	Text Mining	0.56
FASN	2194	TP53	7157	cancer_D009369	17168665	Text Mining	0.1775
BOP1	23246	TP53	7157	null	26427375	Computational Prediction	0.3
APOD	347	TP53	7157	null	26427375	Computational Prediction	0.3
CDK4	1019	TP53	7157	null	23728082	Computational Prediction	0.3
ROS1	6098	TP53	7157	breast cancer_D001943	23703322	Text Mining	0.1775
RPL10	6134	TP53	7157	null	26427375	Computational Prediction	0.3
PEX5L	51555	TP53	7157	null	26427375	Computational Prediction	0.3
SQLE	6713	TP53	7157	null	26427375	Computational Prediction	0.3
CTHRC1	115908	TP53	7157	null	26427375	Computational Prediction	0.3
FN1	2335	TP53	7157	null	23728082	Computational Prediction	0.3
COPS5	10987	TP53	7157	hepatocellular carcinoma_D006528	21499307	Text Mining	0.1775
RET	5979	S1PR2	9294	K562;K562	20609354	GenomeRNAi	0.503
CYP3A5	1577	S1PR2	9294	K562;K562	20609354	GenomeRNAi	0.503
CYP1A2	1544	S1PR2	9294	K562;K562	20609354	GenomeRNAi	0.503
CSF1R	1436	S1PR2	9294	K562;K562	20609354	GenomeRNAi	0.503
ALB	213	S1PR2	9294	K562;K562	20609354	GenomeRNAi	0.503
MUS81	80198	S1PR2	9294	COAD	24104479	Text Mining	0.6
BCR	613	S1PR2	9294	K562;K562	20609354	GenomeRNAi	0.503
CYP2C9	1559	S1PR2	9294	K562;K562	20609354	GenomeRNAi	0.503
KIT	3815	S1PR2	9294	K562;K562	20609354	GenomeRNAi	0.503
ABCB1	5243	S1PR2	9294	K562;K562	20609354	GenomeRNAi	0.503
CYP3A7	1551	S1PR2	9294	K562;K562	20609354	GenomeRNAi	0.503
CYP2C19	1557	S1PR2	9294	K562;K562	20609354	GenomeRNAi	0.503
NTRK1	4914	S1PR2	9294	K562;K562	20609354	GenomeRNAi	0.503
DDR1	780	S1PR2	9294	K562;K562	20609354	GenomeRNAi	0.503
PDGFRA	5156	S1PR2	9294	K562;K562	20609354	GenomeRNAi	0.503
ORM1	5004	S1PR2	9294	K562;K562	20609354	GenomeRNAi	0.503
PDGFRB	5159	S1PR2	9294	K562;K562	20609354	GenomeRNAi	0.503
CYP3A4	1576	S1PR2	9294	K562;K562	20609354	GenomeRNAi	0.503
ABCG2	9429	S1PR2	9294	K562;K562	20609354	GenomeRNAi	0.503
PTGS1	5742	S1PR2	9294	K562;K562	20609354	GenomeRNAi	0.503
CYP2D6	1565	S1PR2	9294	K562;K562	20609354	GenomeRNAi	0.503
ABL1	25	S1PR2	9294	K562;K562	20609354	GenomeRNAi	0.503
ABCA3	21	S1PR2	9294	K562;K562	20609354	GenomeRNAi	0.503
KRAS	3845	ISCA2	122961	null	28700943	High Throughput	null
TP53	7157	BMPR1A	657	null	24025726	Computational Prediction	0.3
ACSL1	2180	ALB	213	K562;K562;K562	20609354	GenomeRNAi	0.551
ADAM22	53616	ALB	213	K562;K562	20609354	GenomeRNAi	0.503
AKR7A2	8574	ALB	213	K562;K562	20609354	GenomeRNAi	0.503
ABCB6	10058	ALB	213	K562;K562	20609354	GenomeRNAi	0.509
IGF2BP3	10643	SOAT2	8435	null	29959327	Computational Prediction	0.3
CSK	1445	SOAT2	8435	null	29987050	High Throughput	null
PPIC	5480	EDN1	1906	null	25171417	Computational Prediction	0.3
KLF5	688	EDN1	1906	null	25171417	Computational Prediction	0.3
VPS53	55275	EDN1	1906	null	29959327	Computational Prediction	0.3
ERBB2	2064	TPD52L1	7164	null	25171417	Computational Prediction	0.3
DDR1	780	TPD52L1	7164	null	25171417	Computational Prediction	0.2
PTEN	5728	TPD52L1	7164	COAD	24104479	Text Mining	0.6
FOXO3	2309	HACD3	51495	null	25171417	Computational Prediction	0.3
PSMA1	5682	HACD3	51495	null	25171417	Computational Prediction	0.3
GLUD2	2747	HACD3	51495	null	25171417	Computational Prediction	0.167
ABHD17B	51104	HACD3	51495	null	25171417	Computational Prediction	0.3
CHRNA5	1138	HACD3	51495	null	25171417	Computational Prediction	0.2
BLM	641	HACD3	51495	COAD	24104479	Text Mining	0.6
EIF4G2	1982	HACD3	51495	null	25171417	Computational Prediction	0.3
MUS81	80198	HACD3	51495	COAD	24104479	Text Mining	0.6
HSP90AB1	3326	HACD3	51495	null	25171417	Computational Prediction	0.3
PTTG1	9232	HACD3	51495	COAD	24104479	Text Mining	0.6
PTTG1	9232	PARG	8505	COAD	24104479	Text Mining	0.6
CSK	1445	RALGPS1	9649	null	29987050	High Throughput	null
KRAS	3845	YY1	7528	COAD	24104479	Text Mining	0.6
NAE1	8883	YY1	7528	A375;A375	23100467	GenomeRNAi	0.575
NRDE2	55051	YY1	7528	null	25171417	Computational Prediction	0.2
PAPOLA	10914	YY1	7528	null	25171417	Computational Prediction	0.2
PTEN	5728	GNB1L	54584	COAD	24104479	Text Mining	0.6
MRPS15	64960	VDAC1	7416	null	25171417	Computational Prediction	0.3
KRAS	3845	VDAC1	7416	Human lung cancer	17568748	Synlethality	0.855
ABHD17B	51104	VDAC1	7416	null	25171417	Computational Prediction	0.3
PTTG1	9232	VDAC1	7416	COAD	24104479	Text Mining	0.6
NME1	4830	NOL11	25926	null	25171417	Computational Prediction	0.2
COIL	8161	NOL11	25926	null	25171417	Computational Prediction	0.2
BPTF	2186	NOL11	25926	null	25171417	Computational Prediction	0.2
SLK	9748	SSC4D	136853	null	29959327	Computational Prediction	0.3
PTEN	5728	SSC4D	136853	COAD	24104479	Text Mining	0.6
IQGAP1	8826	SSC4D	136853	null	29959327	Computational Prediction	0.3
MINDY2	54629	SSC4D	136853	null	29959327	Computational Prediction	0.3
CCDC9B	388115	SSC4D	136853	null	29959327	Computational Prediction	0.3
CSK	1445	ATP5MC1	516	null	29987050	High Throughput	null
BRCA2	675	H2AX	3014	breast cancer_D001943	16177181	Text Mining	0.1775
BLM	641	H2AX	3014	breast cancer_D001943	16177181	Text Mining	0.1775
CYP2C18	1562	MMD2	221938	null	29959327	Computational Prediction	0.3
HRAS	3265	NF2	4771	DLD-1;DLD-1	19490893	GenomeRNAi	0.533
PTEN	5728	IRF2BP2	359948	COAD	24104479	Text Mining	0.6
CSK	1445	REEP3	221035	null	29987050	High Throughput	null
RAD50	10111	XRCC4	7518	cancer_D009369	20940401	Text Mining	0.1775
RAD51C	5889	XRCC4	7518	cancer_D009369	20940401;25292178	Text Mining	0.56
PRKDC	5591	XRCC4	7518	cancer_D009369	20940401	Text Mining	0.1775
PARP1	142	XRCC4	7518	cancer_D009369	25292178	Text Mining	0.56
BRCA2	675	XRCC4	7518	cancer_D009369	20940401	Text Mining	0.1775
RAD51	5888	XRCC4	7518	cancer_D009369	20940401	Text Mining	0.1775
XRCC2	7516	XRCC4	7518	cancer_D009369	20940401	Text Mining	0.1775
NAE1	8883	XRCC4	7518	HCT116	23100467	GenomeRNAi	0.5
MYC	4609	XRCC4	7518	cancer_D009369	20940401	Text Mining	0.1775
RAD51B	5890	XRCC4	7518	cancer_D009369	20940401	Text Mining	0.1775
CDK7	1022	XRCC4	7518	null	25171417	Computational Prediction	0.2
BRCA1	672	XRCC4	7518	cancer_D009369	20940401	Text Mining	0.1775
FBXO28	23219	CAPN7	23473	null	25171417	Computational Prediction	0.3
CADM3	57863	ZC3H8	84524	null	29959327	Computational Prediction	0.3
DNA2	1763	ILF3	3609	null	25171417	Computational Prediction	0.3
GTPBP3	84705	ILF3	3609	null	25171417	Computational Prediction	0.2
FARSA	2193	ILF3	3609	null	25171417	Computational Prediction	0.2
DCAF15	90379	ILF3	3609	null	25171417	Computational Prediction	0.2
FANCF	2188	NR1I2	8856	HeLa	17000754	GenomeRNAi	0.5
HCFC1	3054	NR1I2	8856	HeLa	17000754	GenomeRNAi	0.5
BUB1	699	NR1I2	8856	HeLa	17000754	GenomeRNAi	0.5
ALPK1	80216	NR1I2	8856	HeLa	17000754	GenomeRNAi	0.5
FBXL14	144699	NR1I2	8856	HeLa	17000754	GenomeRNAi	0.5
ILK	3611	NR1I2	8856	HeLa	17000754	GenomeRNAi	0.5
CBR1	873	NR1I2	8856	HeLa	17000754	GenomeRNAi	0.5
RNF213	57674	NR1I2	8856	HeLa	17000754	GenomeRNAi	0.5
BCKDK	10295	NR1I2	8856	HeLa	17000754	GenomeRNAi	0.5
BIRC3	330	NR1I2	8856	HeLa	17000754	GenomeRNAi	0.5
ADA2	51816	NR1I2	8856	HeLa	17000754	GenomeRNAi	0.5
KRAS	3845	NR1I2	8856	null	27655641	RNAi Screen	0.4
AURKA	6790	NR1I2	8856	HeLa	17000754	GenomeRNAi	0.5
HPS1	3257	NR1I2	8856	HeLa	17000754	GenomeRNAi	0.5
KCNQ4	9132	NR1I2	8856	HeLa	17000754	GenomeRNAi	0.5
EEPD1	80820	NR1I2	8856	HeLa	17000754	GenomeRNAi	0.5
CARS1	833	NR1I2	8856	HeLa	17000754	GenomeRNAi	0.5
CD9	928	NR1I2	8856	HeLa	17000754	GenomeRNAi	0.5
HECTD3	79654	NR1I2	8856	HeLa	17000754	GenomeRNAi	0.5
AMPD2	271	NR1I2	8856	HeLa	17000754	GenomeRNAi	0.5
LPAR1	1902	NR1I2	8856	HeLa	17000754	GenomeRNAi	0.5
HACE1	57531	NR1I2	8856	HeLa	17000754	GenomeRNAi	0.5
KIF5A	3798	NR1I2	8856	HeLa	17000754	GenomeRNAi	0.5
MMP17	4326	NR1I2	8856	null	29959327	Computational Prediction	0.3
HERC5	51191	NR1I2	8856	HeLa	17000754	GenomeRNAi	0.5
HRAS	3265	NR1I2	8856	DLD-1	19490893	GenomeRNAi	0.449
GTSE1	51512	NR1I2	8856	HeLa	17000754	GenomeRNAi	0.5
C1S	716	NR1I2	8856	HeLa	17000754	GenomeRNAi	0.5
CNGA3	1261	NR1I2	8856	HeLa	17000754	GenomeRNAi	0.5
DHX32	55760	BCAR3	8412	null	25171417	Computational Prediction	0.3
ITGA2	3673	BCAR3	8412	null	25171417	Computational Prediction	0.3
GTPBP4	23560	UPF2	26019	null	25171417	Computational Prediction	0.2
DCK	1633	LMTK2	22853	MIAPaCa-2	19519883	GenomeRNAi	0.467
CMPK1	51727	LMTK2	22853	MIAPaCa-2	19519883	GenomeRNAi	0.467
CDA	978	LMTK2	22853	MIAPaCa-2	19519883	GenomeRNAi	0.467
ABCB1	5243	LMTK2	22853	MIAPaCa-2	19519883	GenomeRNAi	0.467
ABCC10	89845	LMTK2	22853	MIAPaCa-2	19519883	GenomeRNAi	0.467
NPLOC4	55666	SLC38A10	124565	null	25171417	Computational Prediction	0.2
HGS	9146	SLC38A10	124565	null	25171417	Computational Prediction	0.2
JUP	3728	LAMB1	3912	null	29959327	Computational Prediction	0.3
CALU	813	LAMB1	3912	null	25171417	Computational Prediction	0.2
AURKB	9212	ERCC6L	54821	null	25171417	Computational Prediction	0.3
EGFR	1956	SH2D3C	10044	null	27655641	RNAi Screen	0.4
PTTG1	9232	RAB4B	53916	COAD	24104479	Text Mining	0.6
FBXW7	55294	RAB4B	53916	null	26354767	Low Throughput	null
ANXA9	8416	ELF3	1999	null	25171417	Computational Prediction	0.2
TLCD1	116238	ELF3	1999	null	25171417	Computational Prediction	0.3
CD46	4179	ELF3	1999	null	25171417	Computational Prediction	0.2
EHF	26298	ELF3	1999	null	25171417	Computational Prediction	0.3
INAVA	55765	ELF3	1999	null	25171417	Computational Prediction	0.2
ATP1B1	481	ELF3	1999	null	25171417	Computational Prediction	0.2
CGN	57530	ELF3	1999	null	25171417	Computational Prediction	0.2
PTEN	5728	GRIN1	2902	COAD	24104479	Text Mining	0.6
CSK	1445	GRIN1	2902	null	29987050	High Throughput	null
MUS81	80198	GRIN1	2902	COAD	24104479	Text Mining	0.6
TSSK3	81629	GRIN1	2902	null	25171417	Computational Prediction	0.3
NAE1	8883	PSMC2	5701	A375	23100467	GenomeRNAi	0.5
ASPSCR1	79058	PSMC2	5701	cancer_D009369	23980094	Text Mining	0.1775
KCTD10	83892	PSMC2	5701	K562	31300006	CRISPR/CRISPRi	0.2
PSMA4	5685	PSMC2	5701	cancer_D009369	23980094	Text Mining	0.1775
KRAS	3845	PSMC2	5701	COAD	24104479	Text Mining	0.6
FLNA	2316	CD44	960	null	25171417	Computational Prediction	0.3
H4C1	8359	H4C9	8294	null	25171417	Computational Prediction	0.2
NAE1	8883	TP63	8626	HCT116	23100467	GenomeRNAi	0.5
BLM	641	ADAT3	113179	COAD	24104479	Text Mining	0.6
CDK9	1025	FPGS	2356	null	25171417	Computational Prediction	0.2
NAE1	8883	OMA1	115209	A375	23100467	GenomeRNAi	0.5
KRAS	3845	DCAF16	54876	COAD	24104479	Text Mining	0.6
ACIN1	22985	DCAF16	54876	null	25171417	Computational Prediction	0.3
CSK	1445	FGD6	55785	null	29987050	High Throughput	null
CSK	1445	ALPK2	115701	null	29987050	High Throughput	null
CSK	1445	TRPC6	7225	null	29987050	High Throughput	null
G3BP1	10146	GYPC	2995	null	29959327	Computational Prediction	0.3
KRAS	3845	CLDN11	5010	COAD	24104479	Text Mining	0.6
AASDHPPT	60496	CLDN11	5010	null	29959327	Computational Prediction	0.3
PPIL1	51645	CLDN11	5010	null	29959327	Computational Prediction	0.3
CSK	1445	PLPP5	84513	null	29987050	High Throughput	null
NOL9	79707	TRMT5	57570	Jurkat	31300006	CRISPR/CRISPRi	0.04
COQ2	27235	TRMT5	57570	Jurkat	31300006	CRISPR/CRISPRi	0.08
NACA	4666	TRMT5	57570	Jurkat	31300006	CRISPR/CRISPRi	0.32
GTF2H4	2968	TRMT5	57570	Jurkat	31300006	CRISPR/CRISPRi	0.2
CENPP	401541	TRMT5	57570	Jurkat	31300006	CRISPR/CRISPRi	0.21
FDPS	2224	TRMT5	57570	Jurkat	31300006	CRISPR/CRISPRi	0.09
ROMO1	140823	TRMT5	57570	Jurkat	31300006	CRISPR/CRISPRi	0.09
SPAG7	9552	TRMT5	57570	K562;Jurkat	31300006	CRISPR/CRISPRi	0.3
SDHC	6391	TRMT5	57570	Jurkat	31300006	CRISPR/CRISPRi	0.04
PSMB7	5695	TRMT5	57570	Jurkat	31300006	CRISPR/CRISPRi	0.02
RTF1	23168	TRMT5	57570	Jurkat	31300006	CRISPR/CRISPRi	0.13
RPL5	6125	TRMT5	57570	Jurkat	31300006	CRISPR/CRISPRi	0.16
FH	2271	TRMT5	57570	Jurkat	31300006	CRISPR/CRISPRi	0.21
TCF25	22980	TRMT5	57570	Jurkat	31300006	CRISPR/CRISPRi	0.05
MTBP	27085	TRMT5	57570	Jurkat	31300006	CRISPR/CRISPRi	0.08
OGFOD1	55239	TRMT5	57570	K562	31300006	CRISPR/CRISPRi	0.24
SF3B1	23451	TRMT5	57570	Jurkat	31300006	CRISPR/CRISPRi	0.01
INTS5	80789	TRMT5	57570	K562;Jurkat	31300006	CRISPR/CRISPRi	0.29
PPWD1	23398	TRMT5	57570	Jurkat	31300006	CRISPR/CRISPRi	0.15
NCBP1	4686	TRMT5	57570	Jurkat	31300006	CRISPR/CRISPRi	0.1
ARIH1	25820	TRMT5	57570	Jurkat	31300006	CRISPR/CRISPRi	0.08
MBTPS2	51360	TRMT5	57570	Jurkat	31300006	CRISPR/CRISPRi	0.02
EXOSC4	54512	TRMT5	57570	Jurkat	31300006	CRISPR/CRISPRi	0.08
NAMPT	10135	TRMT5	57570	Jurkat	31300006	CRISPR/CRISPRi	0.05
RNGTT	8732	TRMT5	57570	Jurkat	31300006	CRISPR/CRISPRi	0.17
EIF3C	8663	TRMT5	57570	K562	31300006	CRISPR/CRISPRi	0.32
PSMD1	5707	TRMT5	57570	K562;Jurkat	31300006	CRISPR/CRISPRi	0.15
HUS1	3364	TRMT5	57570	Jurkat	31300006	CRISPR/CRISPRi	0.01
EIF3D	8664	TRMT5	57570	K562;Jurkat	31300006	CRISPR/CRISPRi	0.33
RPL13	6137	TRMT5	57570	Jurkat	31300006	CRISPR/CRISPRi	0.07
CENPM	79019	TRMT5	57570	K562;Jurkat	31300006	CRISPR/CRISPRi	0.16
PNN	5411	TRMT5	57570	Jurkat	31300006	CRISPR/CRISPRi	0.17
MASTL	84930	TRMT5	57570	Jurkat	31300006	CRISPR/CRISPRi	0.04
BUB3	9184	TRMT5	57570	Jurkat	31300006	CRISPR/CRISPRi	0.14
KRAS	3845	TRMT5	57570	DLD-1	19490893	GenomeRNAi	0.443
COPE	11316	TRMT5	57570	Jurkat	31300006	CRISPR/CRISPRi	0.07
MNAT1	4331	TRMT5	57570	null	25171417	Computational Prediction	0.2
SNRPC	6631	TRMT5	57570	K562;Jurkat	31300006	CRISPR/CRISPRi	0.16
INTS3	65123	TRMT5	57570	Jurkat	31300006	CRISPR/CRISPRi	0.01
HRAS	3265	TRMT5	57570	DLD-1	19490893	GenomeRNAi	0.443
POLR2K	5440	TRMT5	57570	Jurkat	31300006	CRISPR/CRISPRi	0.26
RPP30	10556	TRMT5	57570	Jurkat	31300006	CRISPR/CRISPRi	0.01
MED28	80306	TRMT5	57570	Jurkat	31300006	CRISPR/CRISPRi	0.22
MICOS10-NBL1	100532736	TRMT5	57570	Jurkat	31300006	CRISPR/CRISPRi	0.21
GTPBP4	23560	TRMT5	57570	Jurkat	31300006	CRISPR/CRISPRi	0.08
POLN	353497	TRMT5	57570	Jurkat	31300006	CRISPR/CRISPRi	0.07
KDM1A	23028	TRMT5	57570	Jurkat	31300006	CRISPR/CRISPRi	0
AURKA	6790	TRMT5	57570	Jurkat	31300006	CRISPR/CRISPRi	0.16
NFYC	4802	TRMT5	57570	Jurkat	31300006	CRISPR/CRISPRi	0.08
NUP85	79902	TRMT5	57570	Jurkat	31300006	CRISPR/CRISPRi	0.32
CSTF3	1479	TRMT5	57570	Jurkat	31300006	CRISPR/CRISPRi	0.08
ARGLU1	55082	TRMT5	57570	Jurkat	31300006	CRISPR/CRISPRi	0
MTRES1	51250	TRMT5	57570	Jurkat	31300006	CRISPR/CRISPRi	0.15
PTTG1	9232	TRMT5	57570	COAD	24104479	Text Mining	0.6
NSMCE4A	54780	TRMT5	57570	Jurkat	31300006	CRISPR/CRISPRi	0.19
EEF1G	1937	TRMT5	57570	Jurkat	31300006	CRISPR/CRISPRi	0.25
GNPAT	8443	TRMT5	57570	Jurkat	31300006	CRISPR/CRISPRi	0.01
POLE	5426	TRMT5	57570	Jurkat	31300006	CRISPR/CRISPRi	0.08
CHAF1A	10036	TRMT5	57570	null	25171417	Computational Prediction	0.3
EIF3M	10480	TRMT5	57570	K562;Jurkat	31300006	CRISPR/CRISPRi	0.17
MRPS27	23107	TRMT5	57570	Jurkat	31300006	CRISPR/CRISPRi	0.26
SNIP1	79753	TRMT5	57570	Jurkat	31300006	CRISPR/CRISPRi	0.07
CDKN3	1033	TRMT5	57570	null	25171417	Computational Prediction	0.2
GTF3C3	9330	TRMT5	57570	Jurkat	31300006	CRISPR/CRISPRi	0.07
EXOSC9	5393	TRMT5	57570	Jurkat	31300006	CRISPR/CRISPRi	0.43
DDX46	9879	TRMT5	57570	Jurkat	31300006	CRISPR/CRISPRi	0.09
CMPK1	51727	CSNK1D	1453	MIAPaCa-2;MIAPaCa-2	19519883	GenomeRNAi	0.584
ABCB1	5243	CSNK1D	1453	MIAPaCa-2;MIAPaCa-2	19519883	GenomeRNAi	0.584
ABCC10	89845	CSNK1D	1453	MIAPaCa-2;MIAPaCa-2	19519883	GenomeRNAi	0.584
CDA	978	CSNK1D	1453	MIAPaCa-2;MIAPaCa-2	19519883	GenomeRNAi	0.584
EREG	2069	ZC3HC1	51530	null	29959327	Computational Prediction	0.3
